canonical,year,file_type,var_code,label,category,dtype,required,transform
fam_er55295,2013,FAM,ER55295,,FAM/Unknown,,0,
fam_er55296,2013,FAM,ER55296,,FAM/Unknown,,0,
fam_er55297,2013,FAM,ER55297,,FAM/Unknown,,0,
fam_er55298,2013,FAM,ER55298,,FAM/Unknown,,0,
fam_er55299,2013,FAM,ER55299,,FAM/Unknown,,0,
fam_er55300,2013,FAM,ER55300,,FAM/Unknown,,0,
fam_er55301,2013,FAM,ER55301,,FAM/Unknown,,0,
fam_er55302,2013,FAM,ER55302,,FAM/Unknown,,0,
fam_er55303,2013,FAM,ER55303,,FAM/Unknown,,0,
fam_er55304,2013,FAM,ER55304,,FAM/Unknown,,0,
fam_er55305,2013,FAM,ER55305,,FAM/Unknown,,0,
fam_er55306,2013,FAM,ER55306,,FAM/Unknown,,0,
fam_er55307,2013,FAM,ER55307,,FAM/Unknown,,0,
fam_er55308,2013,FAM,ER55308,,FAM/Unknown,,0,
fam_er55309,2013,FAM,ER55309,,FAM/Unknown,,0,
fam_er55310,2013,FAM,ER55310,,FAM/Unknown,,0,
fam_er55311,2013,FAM,ER55311,,FAM/Unknown,,0,
fam_er55312,2013,FAM,ER55312,,FAM/Unknown,,0,
fam_er55313,2013,FAM,ER55313,,FAM/Unknown,,0,
fam_er55314,2013,FAM,ER55314,,FAM/Unknown,,0,
fam_er55315,2013,FAM,ER55315,,FAM/Unknown,,0,
fam_er55316,2013,FAM,ER55316,,FAM/Unknown,,0,
fam_er55317,2013,FAM,ER55317,,FAM/Unknown,,0,
fam_er55318,2013,FAM,ER55318,,FAM/Unknown,,0,
fam_er55319,2013,FAM,ER55319,,FAM/Unknown,,0,
fam_er55320,2013,FAM,ER55320,,FAM/Unknown,,0,
fam_er55321,2013,FAM,ER55321,,FAM/Unknown,,0,
fam_er55322,2013,FAM,ER55322,,FAM/Unknown,,0,
fam_er55323,2013,FAM,ER55323,,FAM/Unknown,,0,
fam_er55324,2013,FAM,ER55324,,FAM/Unknown,,0,
fam_er55325,2013,FAM,ER55325,,FAM/Unknown,,0,
fam_er55326,2013,FAM,ER55326,,FAM/Unknown,,0,
fam_er55327,2013,FAM,ER55327,,FAM/Unknown,,0,
fam_er55328,2013,FAM,ER55328,,FAM/Unknown,,0,
fam_er55329,2013,FAM,ER55329,,FAM/Unknown,,0,
fam_er55330,2013,FAM,ER55330,,FAM/Unknown,,0,
fam_er55331,2013,FAM,ER55331,,FAM/Unknown,,0,
fam_er55332,2013,FAM,ER55332,,FAM/Unknown,,0,
fam_er55333,2013,FAM,ER55333,,FAM/Unknown,,0,
fam_er55334,2013,FAM,ER55334,,FAM/Unknown,,0,
fam_er55335,2013,FAM,ER55335,,FAM/Unknown,,0,
fam_er55336,2013,FAM,ER55336,,FAM/Unknown,,0,
fam_er55337,2013,FAM,ER55337,,FAM/Unknown,,0,
fam_er55338,2013,FAM,ER55338,,FAM/Unknown,,0,
fam_er55339,2013,FAM,ER55339,,FAM/Unknown,,0,
fam_er55340,2013,FAM,ER55340,,FAM/Unknown,,0,
fam_er55341,2013,FAM,ER55341,,FAM/Unknown,,0,
fam_er55342,2013,FAM,ER55342,,FAM/Unknown,,0,
fam_er55343,2013,FAM,ER55343,,FAM/Unknown,,0,
fam_er55344,2013,FAM,ER55344,,FAM/Unknown,,0,
fam_er55345,2013,FAM,ER55345,,FAM/Unknown,,0,
fam_er55346,2013,FAM,ER55346,,FAM/Unknown,,0,
fam_er55347,2013,FAM,ER55347,,FAM/Unknown,,0,
fam_er55348,2013,FAM,ER55348,,FAM/Unknown,,0,
fam_er55349,2013,FAM,ER55349,,FAM/Unknown,,0,
fam_er55350,2013,FAM,ER55350,,FAM/Unknown,,0,
fam_er55351,2013,FAM,ER55351,,FAM/Unknown,,0,
fam_er55352,2013,FAM,ER55352,,FAM/Unknown,,0,
fam_er55353,2013,FAM,ER55353,,FAM/Unknown,,0,
fam_er55354,2013,FAM,ER55354,,FAM/Unknown,,0,
fam_er55355,2013,FAM,ER55355,,FAM/Unknown,,0,
fam_er55356,2013,FAM,ER55356,,FAM/Unknown,,0,
fam_er55357,2013,FAM,ER55357,,FAM/Unknown,,0,
fam_er55358,2013,FAM,ER55358,,FAM/Unknown,,0,
fam_er55359,2013,FAM,ER55359,,FAM/Unknown,,0,
fam_er55360,2013,FAM,ER55360,,FAM/Unknown,,0,
fam_er55361,2013,FAM,ER55361,,FAM/Unknown,,0,
fam_er55362,2013,FAM,ER55362,,FAM/Unknown,,0,
fam_er55363,2013,FAM,ER55363,,FAM/Unknown,,0,
fam_er55364,2013,FAM,ER55364,,FAM/Unknown,,0,
fam_er55365,2013,FAM,ER55365,,FAM/Unknown,,0,
fam_er55366,2013,FAM,ER55366,,FAM/Unknown,,0,
fam_er55367,2013,FAM,ER55367,,FAM/Unknown,,0,
fam_er55368,2013,FAM,ER55368,,FAM/Unknown,,0,
fam_er55369,2013,FAM,ER55369,,FAM/Unknown,,0,
fam_er55370,2013,FAM,ER55370,,FAM/Unknown,,0,
fam_er55371,2013,FAM,ER55371,,FAM/Unknown,,0,
fam_er55372,2013,FAM,ER55372,,FAM/Unknown,,0,
fam_er55373,2013,FAM,ER55373,,FAM/Unknown,,0,
fam_er55374,2013,FAM,ER55374,,FAM/Unknown,,0,
fam_er55375,2013,FAM,ER55375,,FAM/Unknown,,0,
fam_er55376,2013,FAM,ER55376,,FAM/Unknown,,0,
fam_er55377,2013,FAM,ER55377,,FAM/Unknown,,0,
fam_er55378,2013,FAM,ER55378,,FAM/Unknown,,0,
fam_er55379,2013,FAM,ER55379,,FAM/Unknown,,0,
fam_er55380,2013,FAM,ER55380,,FAM/Unknown,,0,
fam_er55381,2013,FAM,ER55381,,FAM/Unknown,,0,
fam_er55382,2013,FAM,ER55382,,FAM/Unknown,,0,
fam_er55383,2013,FAM,ER55383,,FAM/Unknown,,0,
fam_er55384,2013,FAM,ER55384,,FAM/Unknown,,0,
fam_er55385,2013,FAM,ER55385,,FAM/Unknown,,0,
fam_er55386,2013,FAM,ER55386,,FAM/Unknown,,0,
fam_er55387,2013,FAM,ER55387,,FAM/Unknown,,0,
fam_er55388,2013,FAM,ER55388,,FAM/Unknown,,0,
fam_er55389,2013,FAM,ER55389,,FAM/Unknown,,0,
fam_er55390,2013,FAM,ER55390,,FAM/Unknown,,0,
fam_er55391,2013,FAM,ER55391,,FAM/Unknown,,0,
fam_er55392,2013,FAM,ER55392,,FAM/Unknown,,0,
fam_er55393,2013,FAM,ER55393,,FAM/Unknown,,0,
fam_er55394,2013,FAM,ER55394,,FAM/Unknown,,0,
fam_er55395,2013,FAM,ER55395,,FAM/Unknown,,0,
fam_er55396,2013,FAM,ER55396,,FAM/Unknown,,0,
fam_er55397,2013,FAM,ER55397,,FAM/Unknown,,0,
fam_er55398,2013,FAM,ER55398,,FAM/Unknown,,0,
fam_er55399,2013,FAM,ER55399,,FAM/Unknown,,0,
fam_er55400,2013,FAM,ER55400,,FAM/Unknown,,0,
fam_er55401,2013,FAM,ER55401,,FAM/Unknown,,0,
fam_er55402,2013,FAM,ER55402,,FAM/Unknown,,0,
fam_er55403,2013,FAM,ER55403,,FAM/Unknown,,0,
fam_er55404,2013,FAM,ER55404,,FAM/Unknown,,0,
fam_er55405,2013,FAM,ER55405,,FAM/Unknown,,0,
fam_er55406,2013,FAM,ER55406,,FAM/Unknown,,0,
fam_er55407,2013,FAM,ER55407,,FAM/Unknown,,0,
fam_er55408,2013,FAM,ER55408,,FAM/Unknown,,0,
fam_er55409,2013,FAM,ER55409,,FAM/Unknown,,0,
fam_er55410,2013,FAM,ER55410,,FAM/Unknown,,0,
fam_er55411,2013,FAM,ER55411,,FAM/Unknown,,0,
fam_er55412,2013,FAM,ER55412,,FAM/Unknown,,0,
fam_er55413,2013,FAM,ER55413,,FAM/Unknown,,0,
fam_er55414,2013,FAM,ER55414,,FAM/Unknown,,0,
fam_er55415,2013,FAM,ER55415,,FAM/Unknown,,0,
fam_er55416,2013,FAM,ER55416,,FAM/Unknown,,0,
fam_er55417,2013,FAM,ER55417,,FAM/Unknown,,0,
fam_er55418,2013,FAM,ER55418,,FAM/Unknown,,0,
fam_er55419,2013,FAM,ER55419,,FAM/Unknown,,0,
fam_er55420,2013,FAM,ER55420,,FAM/Unknown,,0,
fam_er55421,2013,FAM,ER55421,,FAM/Unknown,,0,
fam_er55422,2013,FAM,ER55422,,FAM/Unknown,,0,
fam_er55423,2013,FAM,ER55423,,FAM/Unknown,,0,
fam_er55424,2013,FAM,ER55424,,FAM/Unknown,,0,
fam_er55425,2013,FAM,ER55425,,FAM/Unknown,,0,
fam_er55426,2013,FAM,ER55426,,FAM/Unknown,,0,
fam_er55427,2013,FAM,ER55427,,FAM/Unknown,,0,
fam_er55428,2013,FAM,ER55428,,FAM/Unknown,,0,
fam_er55429,2013,FAM,ER55429,,FAM/Unknown,,0,
fam_er55430,2013,FAM,ER55430,,FAM/Unknown,,0,
fam_er55431,2013,FAM,ER55431,,FAM/Unknown,,0,
fam_er55432,2013,FAM,ER55432,,FAM/Unknown,,0,
fam_er55433,2013,FAM,ER55433,,FAM/Unknown,,0,
fam_er55434,2013,FAM,ER55434,,FAM/Unknown,,0,
fam_er55435,2013,FAM,ER55435,,FAM/Unknown,,0,
fam_er55436,2013,FAM,ER55436,,FAM/Unknown,,0,
fam_er55437,2013,FAM,ER55437,,FAM/Unknown,,0,
fam_er55438,2013,FAM,ER55438,,FAM/Unknown,,0,
fam_er55439,2013,FAM,ER55439,,FAM/Unknown,,0,
fam_er55440,2013,FAM,ER55440,,FAM/Unknown,,0,
fam_er55441,2013,FAM,ER55441,,FAM/Unknown,,0,
fam_er55442,2013,FAM,ER55442,,FAM/Unknown,,0,
fam_er55443,2013,FAM,ER55443,,FAM/Unknown,,0,
fam_er55444,2013,FAM,ER55444,,FAM/Unknown,,0,
fam_er55445,2013,FAM,ER55445,,FAM/Unknown,,0,
fam_er55446,2013,FAM,ER55446,,FAM/Unknown,,0,
fam_er55447,2013,FAM,ER55447,,FAM/Unknown,,0,
fam_er55448,2013,FAM,ER55448,,FAM/Unknown,,0,
fam_er55449,2013,FAM,ER55449,,FAM/Unknown,,0,
fam_er55450,2013,FAM,ER55450,,FAM/Unknown,,0,
fam_er55451,2013,FAM,ER55451,,FAM/Unknown,,0,
fam_er55452,2013,FAM,ER55452,,FAM/Unknown,,0,
fam_er55453,2013,FAM,ER55453,,FAM/Unknown,,0,
fam_er55454,2013,FAM,ER55454,,FAM/Unknown,,0,
fam_er55455,2013,FAM,ER55455,,FAM/Unknown,,0,
fam_er55456,2013,FAM,ER55456,,FAM/Unknown,,0,
fam_er55457,2013,FAM,ER55457,,FAM/Unknown,,0,
fam_er55458,2013,FAM,ER55458,,FAM/Unknown,,0,
fam_er55459,2013,FAM,ER55459,,FAM/Unknown,,0,
fam_er55460,2013,FAM,ER55460,,FAM/Unknown,,0,
fam_er55461,2013,FAM,ER55461,,FAM/Unknown,,0,
fam_er55462,2013,FAM,ER55462,,FAM/Unknown,,0,
fam_er55463,2013,FAM,ER55463,,FAM/Unknown,,0,
fam_er55464,2013,FAM,ER55464,,FAM/Unknown,,0,
fam_er55465,2013,FAM,ER55465,,FAM/Unknown,,0,
fam_er55466,2013,FAM,ER55466,,FAM/Unknown,,0,
fam_er55467,2013,FAM,ER55467,,FAM/Unknown,,0,
fam_er55468,2013,FAM,ER55468,,FAM/Unknown,,0,
fam_er55469,2013,FAM,ER55469,,FAM/Unknown,,0,
fam_er55470,2013,FAM,ER55470,,FAM/Unknown,,0,
fam_er55471,2013,FAM,ER55471,,FAM/Unknown,,0,
fam_er55472,2013,FAM,ER55472,,FAM/Unknown,,0,
fam_er55473,2013,FAM,ER55473,,FAM/Unknown,,0,
fam_er55474,2013,FAM,ER55474,,FAM/Unknown,,0,
fam_er55475,2013,FAM,ER55475,,FAM/Unknown,,0,
fam_er55476,2013,FAM,ER55476,,FAM/Unknown,,0,
fam_er55477,2013,FAM,ER55477,,FAM/Unknown,,0,
fam_er55478,2013,FAM,ER55478,,FAM/Unknown,,0,
fam_er55479,2013,FAM,ER55479,,FAM/Unknown,,0,
fam_er55480,2013,FAM,ER55480,,FAM/Unknown,,0,
fam_er55481,2013,FAM,ER55481,,FAM/Unknown,,0,
fam_er55482,2013,FAM,ER55482,,FAM/Unknown,,0,
fam_er55483,2013,FAM,ER55483,,FAM/Unknown,,0,
fam_er55484,2013,FAM,ER55484,,FAM/Unknown,,0,
fam_er55485,2013,FAM,ER55485,,FAM/Unknown,,0,
fam_er55486,2013,FAM,ER55486,,FAM/Unknown,,0,
fam_er55487,2013,FAM,ER55487,,FAM/Unknown,,0,
fam_er55488,2013,FAM,ER55488,,FAM/Unknown,,0,
fam_er55489,2013,FAM,ER55489,,FAM/Unknown,,0,
fam_er55490,2013,FAM,ER55490,,FAM/Unknown,,0,
fam_er55491,2013,FAM,ER55491,,FAM/Unknown,,0,
fam_er55492,2013,FAM,ER55492,,FAM/Unknown,,0,
fam_er55493,2013,FAM,ER55493,,FAM/Unknown,,0,
fam_er55494,2013,FAM,ER55494,,FAM/Unknown,,0,
fam_er55495,2013,FAM,ER55495,,FAM/Unknown,,0,
fam_er55496,2013,FAM,ER55496,,FAM/Unknown,,0,
fam_er55497,2013,FAM,ER55497,,FAM/Unknown,,0,
fam_er55498,2013,FAM,ER55498,,FAM/Unknown,,0,
fam_er55499,2013,FAM,ER55499,,FAM/Unknown,,0,
fam_er55500,2013,FAM,ER55500,,FAM/Unknown,,0,
fam_er55501,2013,FAM,ER55501,,FAM/Unknown,,0,
fam_er55502,2013,FAM,ER55502,,FAM/Unknown,,0,
fam_er55503,2013,FAM,ER55503,,FAM/Unknown,,0,
fam_er55504,2013,FAM,ER55504,,FAM/Unknown,,0,
fam_er55505,2013,FAM,ER55505,,FAM/Unknown,,0,
fam_er55506,2013,FAM,ER55506,,FAM/Unknown,,0,
fam_er55507,2013,FAM,ER55507,,FAM/Unknown,,0,
fam_er55508,2013,FAM,ER55508,,FAM/Unknown,,0,
fam_er55509,2013,FAM,ER55509,,FAM/Unknown,,0,
fam_er55510,2013,FAM,ER55510,,FAM/Unknown,,0,
fam_er55511,2013,FAM,ER55511,,FAM/Unknown,,0,
fam_er55512,2013,FAM,ER55512,,FAM/Unknown,,0,
fam_er55513,2013,FAM,ER55513,,FAM/Unknown,,0,
fam_er55514,2013,FAM,ER55514,,FAM/Unknown,,0,
fam_er55515,2013,FAM,ER55515,,FAM/Unknown,,0,
fam_er55516,2013,FAM,ER55516,,FAM/Unknown,,0,
fam_er55517,2013,FAM,ER55517,,FAM/Unknown,,0,
fam_er55518,2013,FAM,ER55518,,FAM/Unknown,,0,
fam_er55519,2013,FAM,ER55519,,FAM/Unknown,,0,
fam_er55520,2013,FAM,ER55520,,FAM/Unknown,,0,
fam_er55521,2013,FAM,ER55521,,FAM/Unknown,,0,
fam_er55522,2013,FAM,ER55522,,FAM/Unknown,,0,
fam_er55523,2013,FAM,ER55523,,FAM/Unknown,,0,
fam_er55524,2013,FAM,ER55524,,FAM/Unknown,,0,
fam_er55525,2013,FAM,ER55525,,FAM/Unknown,,0,
fam_er55526,2013,FAM,ER55526,,FAM/Unknown,,0,
fam_er55527,2013,FAM,ER55527,,FAM/Unknown,,0,
fam_er55528,2013,FAM,ER55528,,FAM/Unknown,,0,
fam_er55529,2013,FAM,ER55529,,FAM/Unknown,,0,
fam_er55530,2013,FAM,ER55530,,FAM/Unknown,,0,
fam_er55531,2013,FAM,ER55531,,FAM/Unknown,,0,
fam_er55532,2013,FAM,ER55532,,FAM/Unknown,,0,
fam_er55533,2013,FAM,ER55533,,FAM/Unknown,,0,
fam_er55534,2013,FAM,ER55534,,FAM/Unknown,,0,
fam_er55535,2013,FAM,ER55535,,FAM/Unknown,,0,
fam_er55536,2013,FAM,ER55536,,FAM/Unknown,,0,
fam_er55537,2013,FAM,ER55537,,FAM/Unknown,,0,
fam_er55538,2013,FAM,ER55538,,FAM/Unknown,,0,
fam_er55539,2013,FAM,ER55539,,FAM/Unknown,,0,
fam_er55540,2013,FAM,ER55540,,FAM/Unknown,,0,
fam_er55541,2013,FAM,ER55541,,FAM/Unknown,,0,
fam_er55542,2013,FAM,ER55542,,FAM/Unknown,,0,
fam_er55543,2013,FAM,ER55543,,FAM/Unknown,,0,
fam_er55544,2013,FAM,ER55544,,FAM/Unknown,,0,
fam_er55545,2013,FAM,ER55545,,FAM/Unknown,,0,
fam_er55546,2013,FAM,ER55546,,FAM/Unknown,,0,
fam_er55547,2013,FAM,ER55547,,FAM/Unknown,,0,
fam_er55548,2013,FAM,ER55548,,FAM/Unknown,,0,
fam_er55549,2013,FAM,ER55549,,FAM/Unknown,,0,
fam_er55550,2013,FAM,ER55550,,FAM/Unknown,,0,
fam_er55551,2013,FAM,ER55551,,FAM/Unknown,,0,
fam_er55552,2013,FAM,ER55552,,FAM/Unknown,,0,
fam_er55553,2013,FAM,ER55553,,FAM/Unknown,,0,
fam_er55554,2013,FAM,ER55554,,FAM/Unknown,,0,
fam_er55555,2013,FAM,ER55555,,FAM/Unknown,,0,
fam_er55556,2013,FAM,ER55556,,FAM/Unknown,,0,
fam_er55557,2013,FAM,ER55557,,FAM/Unknown,,0,
fam_er55558,2013,FAM,ER55558,,FAM/Unknown,,0,
fam_er55559,2013,FAM,ER55559,,FAM/Unknown,,0,
fam_er55560,2013,FAM,ER55560,,FAM/Unknown,,0,
fam_er55561,2013,FAM,ER55561,,FAM/Unknown,,0,
fam_er55562,2013,FAM,ER55562,,FAM/Unknown,,0,
fam_er55563,2013,FAM,ER55563,,FAM/Unknown,,0,
fam_er55564,2013,FAM,ER55564,,FAM/Unknown,,0,
fam_er55565,2013,FAM,ER55565,,FAM/Unknown,,0,
fam_er55566,2013,FAM,ER55566,,FAM/Unknown,,0,
fam_er55567,2013,FAM,ER55567,,FAM/Unknown,,0,
fam_er55568,2013,FAM,ER55568,,FAM/Unknown,,0,
fam_er55569,2013,FAM,ER55569,,FAM/Unknown,,0,
fam_er55570,2013,FAM,ER55570,,FAM/Unknown,,0,
fam_er55571,2013,FAM,ER55571,,FAM/Unknown,,0,
fam_er55572,2013,FAM,ER55572,,FAM/Unknown,,0,
fam_er55573,2013,FAM,ER55573,,FAM/Unknown,,0,
fam_er55574,2013,FAM,ER55574,,FAM/Unknown,,0,
fam_er55575,2013,FAM,ER55575,,FAM/Unknown,,0,
fam_er55576,2013,FAM,ER55576,,FAM/Unknown,,0,
fam_er55577,2013,FAM,ER55577,,FAM/Unknown,,0,
fam_er55578,2013,FAM,ER55578,,FAM/Unknown,,0,
fam_er55579,2013,FAM,ER55579,,FAM/Unknown,,0,
fam_er55580,2013,FAM,ER55580,,FAM/Unknown,,0,
fam_er55581,2013,FAM,ER55581,,FAM/Unknown,,0,
fam_er55582,2013,FAM,ER55582,,FAM/Unknown,,0,
fam_er55583,2013,FAM,ER55583,,FAM/Unknown,,0,
fam_er55584,2013,FAM,ER55584,,FAM/Unknown,,0,
fam_er55585,2013,FAM,ER55585,,FAM/Unknown,,0,
fam_er55586,2013,FAM,ER55586,,FAM/Unknown,,0,
fam_er55587,2013,FAM,ER55587,,FAM/Unknown,,0,
fam_er55588,2013,FAM,ER55588,,FAM/Unknown,,0,
fam_er55589,2013,FAM,ER55589,,FAM/Unknown,,0,
fam_er55590,2013,FAM,ER55590,,FAM/Unknown,,0,
fam_er55591,2013,FAM,ER55591,,FAM/Unknown,,0,
fam_er55592,2013,FAM,ER55592,,FAM/Unknown,,0,
fam_er55593,2013,FAM,ER55593,,FAM/Unknown,,0,
fam_er55594,2013,FAM,ER55594,,FAM/Unknown,,0,
fam_er55595,2013,FAM,ER55595,,FAM/Unknown,,0,
fam_er55596,2013,FAM,ER55596,,FAM/Unknown,,0,
fam_er55597,2013,FAM,ER55597,,FAM/Unknown,,0,
fam_er55598,2013,FAM,ER55598,,FAM/Unknown,,0,
fam_er55599,2013,FAM,ER55599,,FAM/Unknown,,0,
fam_er55600,2013,FAM,ER55600,,FAM/Unknown,,0,
fam_er55601,2013,FAM,ER55601,,FAM/Unknown,,0,
fam_er55602,2013,FAM,ER55602,,FAM/Unknown,,0,
fam_er55603,2013,FAM,ER55603,,FAM/Unknown,,0,
fam_er55604,2013,FAM,ER55604,,FAM/Unknown,,0,
fam_er55605,2013,FAM,ER55605,,FAM/Unknown,,0,
fam_er55606,2013,FAM,ER55606,,FAM/Unknown,,0,
fam_er55607,2013,FAM,ER55607,,FAM/Unknown,,0,
fam_er55608,2013,FAM,ER55608,,FAM/Unknown,,0,
fam_er55609,2013,FAM,ER55609,,FAM/Unknown,,0,
fam_er55610,2013,FAM,ER55610,,FAM/Unknown,,0,
fam_er55611,2013,FAM,ER55611,,FAM/Unknown,,0,
fam_er55612,2013,FAM,ER55612,,FAM/Unknown,,0,
fam_er55613,2013,FAM,ER55613,,FAM/Unknown,,0,
fam_er55614,2013,FAM,ER55614,,FAM/Unknown,,0,
fam_er55615,2013,FAM,ER55615,,FAM/Unknown,,0,
fam_er55616,2013,FAM,ER55616,,FAM/Unknown,,0,
fam_er55617,2013,FAM,ER55617,,FAM/Unknown,,0,
fam_er55618,2013,FAM,ER55618,,FAM/Unknown,,0,
fam_er55619,2013,FAM,ER55619,,FAM/Unknown,,0,
fam_er55620,2013,FAM,ER55620,,FAM/Unknown,,0,
fam_er55621,2013,FAM,ER55621,,FAM/Unknown,,0,
fam_er55622,2013,FAM,ER55622,,FAM/Unknown,,0,
fam_er55623,2013,FAM,ER55623,,FAM/Unknown,,0,
fam_er55624,2013,FAM,ER55624,,FAM/Unknown,,0,
fam_er55625,2013,FAM,ER55625,,FAM/Unknown,,0,
fam_er55626,2013,FAM,ER55626,,FAM/Unknown,,0,
fam_er55627,2013,FAM,ER55627,,FAM/Unknown,,0,
fam_er55628,2013,FAM,ER55628,,FAM/Unknown,,0,
fam_er55629,2013,FAM,ER55629,,FAM/Unknown,,0,
fam_er55630,2013,FAM,ER55630,,FAM/Unknown,,0,
fam_er55631,2013,FAM,ER55631,,FAM/Unknown,,0,
fam_er55632,2013,FAM,ER55632,,FAM/Unknown,,0,
fam_er55633,2013,FAM,ER55633,,FAM/Unknown,,0,
fam_er55634,2013,FAM,ER55634,,FAM/Unknown,,0,
fam_er55635,2013,FAM,ER55635,,FAM/Unknown,,0,
fam_er55636,2013,FAM,ER55636,,FAM/Unknown,,0,
fam_er55637,2013,FAM,ER55637,,FAM/Unknown,,0,
fam_er55638,2013,FAM,ER55638,,FAM/Unknown,,0,
fam_er55639,2013,FAM,ER55639,,FAM/Unknown,,0,
fam_er55640,2013,FAM,ER55640,,FAM/Unknown,,0,
fam_er55641,2013,FAM,ER55641,,FAM/Unknown,,0,
fam_er55642,2013,FAM,ER55642,,FAM/Unknown,,0,
fam_er55643,2013,FAM,ER55643,,FAM/Unknown,,0,
fam_er55644,2013,FAM,ER55644,,FAM/Unknown,,0,
fam_er55645,2013,FAM,ER55645,,FAM/Unknown,,0,
fam_er55646,2013,FAM,ER55646,,FAM/Unknown,,0,
fam_er55647,2013,FAM,ER55647,,FAM/Unknown,,0,
fam_er55648,2013,FAM,ER55648,,FAM/Unknown,,0,
fam_er55649,2013,FAM,ER55649,,FAM/Unknown,,0,
fam_er55650,2013,FAM,ER55650,,FAM/Unknown,,0,
fam_er55651,2013,FAM,ER55651,,FAM/Unknown,,0,
fam_er55652,2013,FAM,ER55652,,FAM/Unknown,,0,
fam_er55653,2013,FAM,ER55653,,FAM/Unknown,,0,
fam_er55654,2013,FAM,ER55654,,FAM/Unknown,,0,
fam_er55655,2013,FAM,ER55655,,FAM/Unknown,,0,
fam_er55656,2013,FAM,ER55656,,FAM/Unknown,,0,
fam_er55657,2013,FAM,ER55657,,FAM/Unknown,,0,
fam_er55658,2013,FAM,ER55658,,FAM/Unknown,,0,
fam_er55659,2013,FAM,ER55659,,FAM/Unknown,,0,
fam_er55660,2013,FAM,ER55660,,FAM/Unknown,,0,
fam_er55661,2013,FAM,ER55661,,FAM/Unknown,,0,
fam_er55662,2013,FAM,ER55662,,FAM/Unknown,,0,
fam_er55663,2013,FAM,ER55663,,FAM/Unknown,,0,
fam_er55664,2013,FAM,ER55664,,FAM/Unknown,,0,
fam_er55665,2013,FAM,ER55665,,FAM/Unknown,,0,
fam_er55666,2013,FAM,ER55666,,FAM/Unknown,,0,
fam_er55667,2013,FAM,ER55667,,FAM/Unknown,,0,
fam_er55668,2013,FAM,ER55668,,FAM/Unknown,,0,
fam_er55669,2013,FAM,ER55669,,FAM/Unknown,,0,
fam_er55670,2013,FAM,ER55670,,FAM/Unknown,,0,
fam_er55671,2013,FAM,ER55671,,FAM/Unknown,,0,
fam_er55672,2013,FAM,ER55672,,FAM/Unknown,,0,
fam_er55673,2013,FAM,ER55673,,FAM/Unknown,,0,
fam_er55674,2013,FAM,ER55674,,FAM/Unknown,,0,
fam_er55675,2013,FAM,ER55675,,FAM/Unknown,,0,
fam_er55676,2013,FAM,ER55676,,FAM/Unknown,,0,
fam_er55677,2013,FAM,ER55677,,FAM/Unknown,,0,
fam_er55678,2013,FAM,ER55678,,FAM/Unknown,,0,
fam_er55679,2013,FAM,ER55679,,FAM/Unknown,,0,
fam_er55680,2013,FAM,ER55680,,FAM/Unknown,,0,
fam_er55681,2013,FAM,ER55681,,FAM/Unknown,,0,
fam_er55682,2013,FAM,ER55682,,FAM/Unknown,,0,
fam_er55683,2013,FAM,ER55683,,FAM/Unknown,,0,
fam_er55684,2013,FAM,ER55684,,FAM/Unknown,,0,
fam_er55685,2013,FAM,ER55685,,FAM/Unknown,,0,
fam_er55686,2013,FAM,ER55686,,FAM/Unknown,,0,
fam_er55687,2013,FAM,ER55687,,FAM/Unknown,,0,
fam_er55688,2013,FAM,ER55688,,FAM/Unknown,,0,
fam_er55689,2013,FAM,ER55689,,FAM/Unknown,,0,
fam_er55690,2013,FAM,ER55690,,FAM/Unknown,,0,
fam_er55691,2013,FAM,ER55691,,FAM/Unknown,,0,
fam_er55692,2013,FAM,ER55692,,FAM/Unknown,,0,
fam_er55693,2013,FAM,ER55693,,FAM/Unknown,,0,
fam_er55694,2013,FAM,ER55694,,FAM/Unknown,,0,
fam_er55695,2013,FAM,ER55695,,FAM/Unknown,,0,
fam_er55696,2013,FAM,ER55696,,FAM/Unknown,,0,
fam_er55697,2013,FAM,ER55697,,FAM/Unknown,,0,
fam_er55698,2013,FAM,ER55698,,FAM/Unknown,,0,
fam_er55699,2013,FAM,ER55699,,FAM/Unknown,,0,
fam_er55700,2013,FAM,ER55700,,FAM/Unknown,,0,
fam_er55701,2013,FAM,ER55701,,FAM/Unknown,,0,
fam_er55702,2013,FAM,ER55702,,FAM/Unknown,,0,
fam_er55703,2013,FAM,ER55703,,FAM/Unknown,,0,
fam_er55704,2013,FAM,ER55704,,FAM/Unknown,,0,
fam_er55705,2013,FAM,ER55705,,FAM/Unknown,,0,
fam_er55706,2013,FAM,ER55706,,FAM/Unknown,,0,
fam_er55707,2013,FAM,ER55707,,FAM/Unknown,,0,
fam_er55708,2013,FAM,ER55708,,FAM/Unknown,,0,
fam_er55709,2013,FAM,ER55709,,FAM/Unknown,,0,
fam_er55710,2013,FAM,ER55710,,FAM/Unknown,,0,
fam_er55711,2013,FAM,ER55711,,FAM/Unknown,,0,
fam_er55712,2013,FAM,ER55712,,FAM/Unknown,,0,
fam_er55713,2013,FAM,ER55713,,FAM/Unknown,,0,
fam_er55714,2013,FAM,ER55714,,FAM/Unknown,,0,
fam_er55715,2013,FAM,ER55715,,FAM/Unknown,,0,
fam_er55716,2013,FAM,ER55716,,FAM/Unknown,,0,
fam_er55717,2013,FAM,ER55717,,FAM/Unknown,,0,
