canonical,year,file_type,var_code,label,category,dtype,required,transform
fam_er66630,2017,FAM,ER66630,,FAM/Unknown,,0,
fam_er66631,2017,FAM,ER66631,,FAM/Unknown,,0,
fam_er66632,2017,FAM,ER66632,,FAM/Unknown,,0,
fam_er66633,2017,FAM,ER66633,,FAM/Unknown,,0,
fam_er66634,2017,FAM,ER66634,,FAM/Unknown,,0,
fam_er66635,2017,FAM,ER66635,,FAM/Unknown,,0,
fam_er66636,2017,FAM,ER66636,,FAM/Unknown,,0,
fam_er66637,2017,FAM,ER66637,,FAM/Unknown,,0,
fam_er66638,2017,FAM,ER66638,,FAM/Unknown,,0,
fam_er66639,2017,FAM,ER66639,,FAM/Unknown,,0,
fam_er66640,2017,FAM,ER66640,,FAM/Unknown,,0,
fam_er66641,2017,FAM,ER66641,,FAM/Unknown,,0,
fam_er66642,2017,FAM,ER66642,,FAM/Unknown,,0,
fam_er66643,2017,FAM,ER66643,,FAM/Unknown,,0,
fam_er66644,2017,FAM,ER66644,,FAM/Unknown,,0,
fam_er66645,2017,FAM,ER66645,,FAM/Unknown,,0,
fam_er66646,2017,FAM,ER66646,,FAM/Unknown,,0,
fam_er66647,2017,FAM,ER66647,,FAM/Unknown,,0,
fam_er66648,2017,FAM,ER66648,,FAM/Unknown,,0,
fam_er66649,2017,FAM,ER66649,,FAM/Unknown,,0,
fam_er66650,2017,FAM,ER66650,,FAM/Unknown,,0,
fam_er66651,2017,FAM,ER66651,,FAM/Unknown,,0,
fam_er66652,2017,FAM,ER66652,,FAM/Unknown,,0,
fam_er66653,2017,FAM,ER66653,,FAM/Unknown,,0,
fam_er66654,2017,FAM,ER66654,,FAM/Unknown,,0,
fam_er66655,2017,FAM,ER66655,,FAM/Unknown,,0,
fam_er66656,2017,FAM,ER66656,,FAM/Unknown,,0,
fam_er66657,2017,FAM,ER66657,,FAM/Unknown,,0,
fam_er66658,2017,FAM,ER66658,,FAM/Unknown,,0,
fam_er66659,2017,FAM,ER66659,,FAM/Unknown,,0,
fam_er66660,2017,FAM,ER66660,,FAM/Unknown,,0,
fam_er66661,2017,FAM,ER66661,,FAM/Unknown,,0,
fam_er66662,2017,FAM,ER66662,,FAM/Unknown,,0,
fam_er66663,2017,FAM,ER66663,,FAM/Unknown,,0,
fam_er66664,2017,FAM,ER66664,,FAM/Unknown,,0,
fam_er66665,2017,FAM,ER66665,,FAM/Unknown,,0,
fam_er66666,2017,FAM,ER66666,,FAM/Unknown,,0,
fam_er66667,2017,FAM,ER66667,,FAM/Unknown,,0,
fam_er66668,2017,FAM,ER66668,,FAM/Unknown,,0,
fam_er66669,2017,FAM,ER66669,,FAM/Unknown,,0,
fam_er66670,2017,FAM,ER66670,,FAM/Unknown,,0,
fam_er66671,2017,FAM,ER66671,,FAM/Unknown,,0,
fam_er66672,2017,FAM,ER66672,,FAM/Unknown,,0,
fam_er66673,2017,FAM,ER66673,,FAM/Unknown,,0,
fam_er66674,2017,FAM,ER66674,,FAM/Unknown,,0,
fam_er66675,2017,FAM,ER66675,,FAM/Unknown,,0,
fam_er66676,2017,FAM,ER66676,,FAM/Unknown,,0,
fam_er66677,2017,FAM,ER66677,,FAM/Unknown,,0,
fam_er66678,2017,FAM,ER66678,,FAM/Unknown,,0,
fam_er66679,2017,FAM,ER66679,,FAM/Unknown,,0,
fam_er66680,2017,FAM,ER66680,,FAM/Unknown,,0,
fam_er66681,2017,FAM,ER66681,,FAM/Unknown,,0,
fam_er66682,2017,FAM,ER66682,,FAM/Unknown,,0,
fam_er66683,2017,FAM,ER66683,,FAM/Unknown,,0,
fam_er66684,2017,FAM,ER66684,,FAM/Unknown,,0,
fam_er66685,2017,FAM,ER66685,,FAM/Unknown,,0,
fam_er66686,2017,FAM,ER66686,,FAM/Unknown,,0,
fam_er66687,2017,FAM,ER66687,,FAM/Unknown,,0,
fam_er66688,2017,FAM,ER66688,,FAM/Unknown,,0,
fam_er66689,2017,FAM,ER66689,,FAM/Unknown,,0,
fam_er66690,2017,FAM,ER66690,,FAM/Unknown,,0,
fam_er66691,2017,FAM,ER66691,,FAM/Unknown,,0,
fam_er66692,2017,FAM,ER66692,,FAM/Unknown,,0,
fam_er66693,2017,FAM,ER66693,,FAM/Unknown,,0,
fam_er66694,2017,FAM,ER66694,,FAM/Unknown,,0,
fam_er66695,2017,FAM,ER66695,,FAM/Unknown,,0,
fam_er66696,2017,FAM,ER66696,,FAM/Unknown,,0,
fam_er66697,2017,FAM,ER66697,,FAM/Unknown,,0,
fam_er66698,2017,FAM,ER66698,,FAM/Unknown,,0,
fam_er66699,2017,FAM,ER66699,,FAM/Unknown,,0,
fam_er66700,2017,FAM,ER66700,,FAM/Unknown,,0,
fam_er66701,2017,FAM,ER66701,,FAM/Unknown,,0,
fam_er66702,2017,FAM,ER66702,,FAM/Unknown,,0,
fam_er66703,2017,FAM,ER66703,,FAM/Unknown,,0,
fam_er66704,2017,FAM,ER66704,,FAM/Unknown,,0,
fam_er66705,2017,FAM,ER66705,,FAM/Unknown,,0,
fam_er66706,2017,FAM,ER66706,,FAM/Unknown,,0,
fam_er66707,2017,FAM,ER66707,,FAM/Unknown,,0,
fam_er66708,2017,FAM,ER66708,,FAM/Unknown,,0,
fam_er66709,2017,FAM,ER66709,,FAM/Unknown,,0,
fam_er66710,2017,FAM,ER66710,,FAM/Unknown,,0,
fam_er66711,2017,FAM,ER66711,,FAM/Unknown,,0,
fam_er66712,2017,FAM,ER66712,,FAM/Unknown,,0,
fam_er66713,2017,FAM,ER66713,,FAM/Unknown,,0,
fam_er66714,2017,FAM,ER66714,,FAM/Unknown,,0,
fam_er66715,2017,FAM,ER66715,,FAM/Unknown,,0,
fam_er66716,2017,FAM,ER66716,,FAM/Unknown,,0,
fam_er66717,2017,FAM,ER66717,,FAM/Unknown,,0,
fam_er66718,2017,FAM,ER66718,,FAM/Unknown,,0,
fam_er66719,2017,FAM,ER66719,,FAM/Unknown,,0,
fam_er66720,2017,FAM,ER66720,,FAM/Unknown,,0,
fam_er66721,2017,FAM,ER66721,,FAM/Unknown,,0,
fam_er66722,2017,FAM,ER66722,,FAM/Unknown,,0,
fam_er66723,2017,FAM,ER66723,,FAM/Unknown,,0,
fam_er66724,2017,FAM,ER66724,,FAM/Unknown,,0,
fam_er66725,2017,FAM,ER66725,,FAM/Unknown,,0,
fam_er66726,2017,FAM,ER66726,,FAM/Unknown,,0,
fam_er66727,2017,FAM,ER66727,,FAM/Unknown,,0,
fam_er66728,2017,FAM,ER66728,,FAM/Unknown,,0,
fam_er66729,2017,FAM,ER66729,,FAM/Unknown,,0,
fam_er66730,2017,FAM,ER66730,,FAM/Unknown,,0,
fam_er66731,2017,FAM,ER66731,,FAM/Unknown,,0,
fam_er66732,2017,FAM,ER66732,,FAM/Unknown,,0,
fam_er66733,2017,FAM,ER66733,,FAM/Unknown,,0,
fam_er66734,2017,FAM,ER66734,,FAM/Unknown,,0,
fam_er66735,2017,FAM,ER66735,,FAM/Unknown,,0,
fam_er66736,2017,FAM,ER66736,,FAM/Unknown,,0,
fam_er66737,2017,FAM,ER66737,,FAM/Unknown,,0,
fam_er66738,2017,FAM,ER66738,,FAM/Unknown,,0,
fam_er66739,2017,FAM,ER66739,,FAM/Unknown,,0,
fam_er66740,2017,FAM,ER66740,,FAM/Unknown,,0,
fam_er66741,2017,FAM,ER66741,,FAM/Unknown,,0,
fam_er66742,2017,FAM,ER66742,,FAM/Unknown,,0,
fam_er66743,2017,FAM,ER66743,,FAM/Unknown,,0,
fam_er66744,2017,FAM,ER66744,,FAM/Unknown,,0,
fam_er66745,2017,FAM,ER66745,,FAM/Unknown,,0,
fam_er66746,2017,FAM,ER66746,,FAM/Unknown,,0,
fam_er66747,2017,FAM,ER66747,,FAM/Unknown,,0,
fam_er66748,2017,FAM,ER66748,,FAM/Unknown,,0,
fam_er66749,2017,FAM,ER66749,,FAM/Unknown,,0,
fam_er66750,2017,FAM,ER66750,,FAM/Unknown,,0,
fam_er66751,2017,FAM,ER66751,,FAM/Unknown,,0,
fam_er66752,2017,FAM,ER66752,,FAM/Unknown,,0,
fam_er66753,2017,FAM,ER66753,,FAM/Unknown,,0,
fam_er66754,2017,FAM,ER66754,,FAM/Unknown,,0,
fam_er66755,2017,FAM,ER66755,,FAM/Unknown,,0,
fam_er66756,2017,FAM,ER66756,,FAM/Unknown,,0,
fam_er66757,2017,FAM,ER66757,,FAM/Unknown,,0,
fam_er66758,2017,FAM,ER66758,,FAM/Unknown,,0,
fam_er66759,2017,FAM,ER66759,,FAM/Unknown,,0,
fam_er66760,2017,FAM,ER66760,,FAM/Unknown,,0,
fam_er66761,2017,FAM,ER66761,,FAM/Unknown,,0,
fam_er66762,2017,FAM,ER66762,,FAM/Unknown,,0,
fam_er66763,2017,FAM,ER66763,,FAM/Unknown,,0,
fam_er66764,2017,FAM,ER66764,,FAM/Unknown,,0,
fam_er66765,2017,FAM,ER66765,,FAM/Unknown,,0,
fam_er66766,2017,FAM,ER66766,,FAM/Unknown,,0,
fam_er66767,2017,FAM,ER66767,,FAM/Unknown,,0,
fam_er66768,2017,FAM,ER66768,,FAM/Unknown,,0,
fam_er66769,2017,FAM,ER66769,,FAM/Unknown,,0,
fam_er66770,2017,FAM,ER66770,,FAM/Unknown,,0,
fam_er66771,2017,FAM,ER66771,,FAM/Unknown,,0,
fam_er66772,2017,FAM,ER66772,,FAM/Unknown,,0,
fam_er66773,2017,FAM,ER66773,,FAM/Unknown,,0,
fam_er66774,2017,FAM,ER66774,,FAM/Unknown,,0,
fam_er66775,2017,FAM,ER66775,,FAM/Unknown,,0,
fam_er66776,2017,FAM,ER66776,,FAM/Unknown,,0,
fam_er66777,2017,FAM,ER66777,,FAM/Unknown,,0,
fam_er66778,2017,FAM,ER66778,,FAM/Unknown,,0,
fam_er66779,2017,FAM,ER66779,,FAM/Unknown,,0,
fam_er66780,2017,FAM,ER66780,,FAM/Unknown,,0,
fam_er66781,2017,FAM,ER66781,,FAM/Unknown,,0,
fam_er66782,2017,FAM,ER66782,,FAM/Unknown,,0,
fam_er66783,2017,FAM,ER66783,,FAM/Unknown,,0,
fam_er66784,2017,FAM,ER66784,,FAM/Unknown,,0,
fam_er66785,2017,FAM,ER66785,,FAM/Unknown,,0,
fam_er66786,2017,FAM,ER66786,,FAM/Unknown,,0,
fam_er66787,2017,FAM,ER66787,,FAM/Unknown,,0,
fam_er66788,2017,FAM,ER66788,,FAM/Unknown,,0,
fam_er66789,2017,FAM,ER66789,,FAM/Unknown,,0,
fam_er66790,2017,FAM,ER66790,,FAM/Unknown,,0,
fam_er66791,2017,FAM,ER66791,,FAM/Unknown,,0,
fam_er66792,2017,FAM,ER66792,,FAM/Unknown,,0,
fam_er66793,2017,FAM,ER66793,,FAM/Unknown,,0,
fam_er66794,2017,FAM,ER66794,,FAM/Unknown,,0,
fam_er66795,2017,FAM,ER66795,,FAM/Unknown,,0,
fam_er66796,2017,FAM,ER66796,,FAM/Unknown,,0,
fam_er66797,2017,FAM,ER66797,,FAM/Unknown,,0,
fam_er66798,2017,FAM,ER66798,,FAM/Unknown,,0,
fam_er66799,2017,FAM,ER66799,,FAM/Unknown,,0,
fam_er66800,2017,FAM,ER66800,,FAM/Unknown,,0,
fam_er66801,2017,FAM,ER66801,,FAM/Unknown,,0,
fam_er66802,2017,FAM,ER66802,,FAM/Unknown,,0,
fam_er66803,2017,FAM,ER66803,,FAM/Unknown,,0,
fam_er66804,2017,FAM,ER66804,,FAM/Unknown,,0,
fam_er66805,2017,FAM,ER66805,,FAM/Unknown,,0,
fam_er66806,2017,FAM,ER66806,,FAM/Unknown,,0,
fam_er66807,2017,FAM,ER66807,,FAM/Unknown,,0,
fam_er66808,2017,FAM,ER66808,,FAM/Unknown,,0,
fam_er66809,2017,FAM,ER66809,,FAM/Unknown,,0,
fam_er66810,2017,FAM,ER66810,,FAM/Unknown,,0,
fam_er66811,2017,FAM,ER66811,,FAM/Unknown,,0,
fam_er66812,2017,FAM,ER66812,,FAM/Unknown,,0,
fam_er66813,2017,FAM,ER66813,,FAM/Unknown,,0,
fam_er66814,2017,FAM,ER66814,,FAM/Unknown,,0,
fam_er66815,2017,FAM,ER66815,,FAM/Unknown,,0,
fam_er66816,2017,FAM,ER66816,,FAM/Unknown,,0,
fam_er66817,2017,FAM,ER66817,,FAM/Unknown,,0,
fam_er66818,2017,FAM,ER66818,,FAM/Unknown,,0,
fam_er66819,2017,FAM,ER66819,,FAM/Unknown,,0,
fam_er66820,2017,FAM,ER66820,,FAM/Unknown,,0,
fam_er66821,2017,FAM,ER66821,,FAM/Unknown,,0,
fam_er66822,2017,FAM,ER66822,,FAM/Unknown,,0,
fam_er66823,2017,FAM,ER66823,,FAM/Unknown,,0,
fam_er66824,2017,FAM,ER66824,,FAM/Unknown,,0,
fam_er66825,2017,FAM,ER66825,,FAM/Unknown,,0,
fam_er66826,2017,FAM,ER66826,,FAM/Unknown,,0,
fam_er66827,2017,FAM,ER66827,,FAM/Unknown,,0,
fam_er66828,2017,FAM,ER66828,,FAM/Unknown,,0,
fam_er66829,2017,FAM,ER66829,,FAM/Unknown,,0,
fam_er66830,2017,FAM,ER66830,,FAM/Unknown,,0,
fam_er66831,2017,FAM,ER66831,,FAM/Unknown,,0,
fam_er66832,2017,FAM,ER66832,,FAM/Unknown,,0,
fam_er66833,2017,FAM,ER66833,,FAM/Unknown,,0,
fam_er66834,2017,FAM,ER66834,,FAM/Unknown,,0,
fam_er66835,2017,FAM,ER66835,,FAM/Unknown,,0,
fam_er66836,2017,FAM,ER66836,,FAM/Unknown,,0,
fam_er66837,2017,FAM,ER66837,,FAM/Unknown,,0,
fam_er66838,2017,FAM,ER66838,,FAM/Unknown,,0,
fam_er66839,2017,FAM,ER66839,,FAM/Unknown,,0,
fam_er66840,2017,FAM,ER66840,,FAM/Unknown,,0,
fam_er66841,2017,FAM,ER66841,,FAM/Unknown,,0,
fam_er66842,2017,FAM,ER66842,,FAM/Unknown,,0,
fam_er66843,2017,FAM,ER66843,,FAM/Unknown,,0,
fam_er66844,2017,FAM,ER66844,,FAM/Unknown,,0,
fam_er66845,2017,FAM,ER66845,,FAM/Unknown,,0,
fam_er66846,2017,FAM,ER66846,,FAM/Unknown,,0,
fam_er66847,2017,FAM,ER66847,,FAM/Unknown,,0,
fam_er66848,2017,FAM,ER66848,,FAM/Unknown,,0,
fam_er66849,2017,FAM,ER66849,,FAM/Unknown,,0,
fam_er66850,2017,FAM,ER66850,,FAM/Unknown,,0,
fam_er66851,2017,FAM,ER66851,,FAM/Unknown,,0,
fam_er66852,2017,FAM,ER66852,,FAM/Unknown,,0,
fam_er66853,2017,FAM,ER66853,,FAM/Unknown,,0,
fam_er66854,2017,FAM,ER66854,,FAM/Unknown,,0,
fam_er66855,2017,FAM,ER66855,,FAM/Unknown,,0,
fam_er66856,2017,FAM,ER66856,,FAM/Unknown,,0,
fam_er66857,2017,FAM,ER66857,,FAM/Unknown,,0,
fam_er66858,2017,FAM,ER66858,,FAM/Unknown,,0,
fam_er66859,2017,FAM,ER66859,,FAM/Unknown,,0,
fam_er66860,2017,FAM,ER66860,,FAM/Unknown,,0,
fam_er66861,2017,FAM,ER66861,,FAM/Unknown,,0,
fam_er66862,2017,FAM,ER66862,,FAM/Unknown,,0,
fam_er66863,2017,FAM,ER66863,,FAM/Unknown,,0,
fam_er66864,2017,FAM,ER66864,,FAM/Unknown,,0,
fam_er66865,2017,FAM,ER66865,,FAM/Unknown,,0,
fam_er66866,2017,FAM,ER66866,,FAM/Unknown,,0,
fam_er66867,2017,FAM,ER66867,,FAM/Unknown,,0,
fam_er66868,2017,FAM,ER66868,,FAM/Unknown,,0,
fam_er66869,2017,FAM,ER66869,,FAM/Unknown,,0,
fam_er66870,2017,FAM,ER66870,,FAM/Unknown,,0,
fam_er66871,2017,FAM,ER66871,,FAM/Unknown,,0,
fam_er66872,2017,FAM,ER66872,,FAM/Unknown,,0,
fam_er66873,2017,FAM,ER66873,,FAM/Unknown,,0,
fam_er66874,2017,FAM,ER66874,,FAM/Unknown,,0,
fam_er66875,2017,FAM,ER66875,,FAM/Unknown,,0,
fam_er66876,2017,FAM,ER66876,,FAM/Unknown,,0,
fam_er66877,2017,FAM,ER66877,,FAM/Unknown,,0,
fam_er66878,2017,FAM,ER66878,,FAM/Unknown,,0,
fam_er66879,2017,FAM,ER66879,,FAM/Unknown,,0,
fam_er66880,2017,FAM,ER66880,,FAM/Unknown,,0,
fam_er66881,2017,FAM,ER66881,,FAM/Unknown,,0,
fam_er66882,2017,FAM,ER66882,,FAM/Unknown,,0,
fam_er66883,2017,FAM,ER66883,,FAM/Unknown,,0,
fam_er66884,2017,FAM,ER66884,,FAM/Unknown,,0,
fam_er66885,2017,FAM,ER66885,,FAM/Unknown,,0,
fam_er66886,2017,FAM,ER66886,,FAM/Unknown,,0,
fam_er66887,2017,FAM,ER66887,,FAM/Unknown,,0,
fam_er66888,2017,FAM,ER66888,,FAM/Unknown,,0,
fam_er66889,2017,FAM,ER66889,,FAM/Unknown,,0,
fam_er66890,2017,FAM,ER66890,,FAM/Unknown,,0,
fam_er66891,2017,FAM,ER66891,,FAM/Unknown,,0,
fam_er66892,2017,FAM,ER66892,,FAM/Unknown,,0,
fam_er66893,2017,FAM,ER66893,,FAM/Unknown,,0,
fam_er66894,2017,FAM,ER66894,,FAM/Unknown,,0,
fam_er66895,2017,FAM,ER66895,,FAM/Unknown,,0,
fam_er66896,2017,FAM,ER66896,,FAM/Unknown,,0,
fam_er66897,2017,FAM,ER66897,,FAM/Unknown,,0,
fam_er66898,2017,FAM,ER66898,,FAM/Unknown,,0,
fam_er66899,2017,FAM,ER66899,,FAM/Unknown,,0,
fam_er66900,2017,FAM,ER66900,,FAM/Unknown,,0,
fam_er66901,2017,FAM,ER66901,,FAM/Unknown,,0,
fam_er66902,2017,FAM,ER66902,,FAM/Unknown,,0,
fam_er66903,2017,FAM,ER66903,,FAM/Unknown,,0,
fam_er66904,2017,FAM,ER66904,,FAM/Unknown,,0,
fam_er66905,2017,FAM,ER66905,,FAM/Unknown,,0,
fam_er66906,2017,FAM,ER66906,,FAM/Unknown,,0,
fam_er66907,2017,FAM,ER66907,,FAM/Unknown,,0,
fam_er66908,2017,FAM,ER66908,,FAM/Unknown,,0,
fam_er66909,2017,FAM,ER66909,,FAM/Unknown,,0,
fam_er66910,2017,FAM,ER66910,,FAM/Unknown,,0,
fam_er66911,2017,FAM,ER66911,,FAM/Unknown,,0,
fam_er66912,2017,FAM,ER66912,,FAM/Unknown,,0,
fam_er66913,2017,FAM,ER66913,,FAM/Unknown,,0,
fam_er66914,2017,FAM,ER66914,,FAM/Unknown,,0,
fam_er66915,2017,FAM,ER66915,,FAM/Unknown,,0,
fam_er66916,2017,FAM,ER66916,,FAM/Unknown,,0,
fam_er66917,2017,FAM,ER66917,,FAM/Unknown,,0,
fam_er66918,2017,FAM,ER66918,,FAM/Unknown,,0,
fam_er66919,2017,FAM,ER66919,,FAM/Unknown,,0,
fam_er66920,2017,FAM,ER66920,,FAM/Unknown,,0,
fam_er66921,2017,FAM,ER66921,,FAM/Unknown,,0,
fam_er66922,2017,FAM,ER66922,,FAM/Unknown,,0,
fam_er66923,2017,FAM,ER66923,,FAM/Unknown,,0,
fam_er66924,2017,FAM,ER66924,,FAM/Unknown,,0,
fam_er66925,2017,FAM,ER66925,,FAM/Unknown,,0,
fam_er66926,2017,FAM,ER66926,,FAM/Unknown,,0,
fam_er66927,2017,FAM,ER66927,,FAM/Unknown,,0,
fam_er66928,2017,FAM,ER66928,,FAM/Unknown,,0,
fam_er66929,2017,FAM,ER66929,,FAM/Unknown,,0,
fam_er66930,2017,FAM,ER66930,,FAM/Unknown,,0,
fam_er66931,2017,FAM,ER66931,,FAM/Unknown,,0,
fam_er66932,2017,FAM,ER66932,,FAM/Unknown,,0,
fam_er66933,2017,FAM,ER66933,,FAM/Unknown,,0,
fam_er66934,2017,FAM,ER66934,,FAM/Unknown,,0,
fam_er66935,2017,FAM,ER66935,,FAM/Unknown,,0,
fam_er66936,2017,FAM,ER66936,,FAM/Unknown,,0,
fam_er66937,2017,FAM,ER66937,,FAM/Unknown,,0,
fam_er66938,2017,FAM,ER66938,,FAM/Unknown,,0,
fam_er66939,2017,FAM,ER66939,,FAM/Unknown,,0,
fam_er66940,2017,FAM,ER66940,,FAM/Unknown,,0,
fam_er66941,2017,FAM,ER66941,,FAM/Unknown,,0,
fam_er66942,2017,FAM,ER66942,,FAM/Unknown,,0,
fam_er66943,2017,FAM,ER66943,,FAM/Unknown,,0,
fam_er66944,2017,FAM,ER66944,,FAM/Unknown,,0,
fam_er66945,2017,FAM,ER66945,,FAM/Unknown,,0,
fam_er66946,2017,FAM,ER66946,,FAM/Unknown,,0,
fam_er66947,2017,FAM,ER66947,,FAM/Unknown,,0,
fam_er66948,2017,FAM,ER66948,,FAM/Unknown,,0,
fam_er66949,2017,FAM,ER66949,,FAM/Unknown,,0,
fam_er66950,2017,FAM,ER66950,,FAM/Unknown,,0,
fam_er66951,2017,FAM,ER66951,,FAM/Unknown,,0,
fam_er66952,2017,FAM,ER66952,,FAM/Unknown,,0,
fam_er66953,2017,FAM,ER66953,,FAM/Unknown,,0,
fam_er66954,2017,FAM,ER66954,,FAM/Unknown,,0,
fam_er66955,2017,FAM,ER66955,,FAM/Unknown,,0,
fam_er66956,2017,FAM,ER66956,,FAM/Unknown,,0,
fam_er66957,2017,FAM,ER66957,,FAM/Unknown,,0,
fam_er66958,2017,FAM,ER66958,,FAM/Unknown,,0,
fam_er66959,2017,FAM,ER66959,,FAM/Unknown,,0,
fam_er66960,2017,FAM,ER66960,,FAM/Unknown,,0,
fam_er66961,2017,FAM,ER66961,,FAM/Unknown,,0,
fam_er66962,2017,FAM,ER66962,,FAM/Unknown,,0,
fam_er66963,2017,FAM,ER66963,,FAM/Unknown,,0,
fam_er66964,2017,FAM,ER66964,,FAM/Unknown,,0,
fam_er66965,2017,FAM,ER66965,,FAM/Unknown,,0,
fam_er66966,2017,FAM,ER66966,,FAM/Unknown,,0,
fam_er66967,2017,FAM,ER66967,,FAM/Unknown,,0,
fam_er66968,2017,FAM,ER66968,,FAM/Unknown,,0,
fam_er66969,2017,FAM,ER66969,,FAM/Unknown,,0,
fam_er66970,2017,FAM,ER66970,,FAM/Unknown,,0,
fam_er66971,2017,FAM,ER66971,,FAM/Unknown,,0,
fam_er66972,2017,FAM,ER66972,,FAM/Unknown,,0,
fam_er66973,2017,FAM,ER66973,,FAM/Unknown,,0,
fam_er66974,2017,FAM,ER66974,,FAM/Unknown,,0,
fam_er66975,2017,FAM,ER66975,,FAM/Unknown,,0,
fam_er66976,2017,FAM,ER66976,,FAM/Unknown,,0,
fam_er66977,2017,FAM,ER66977,,FAM/Unknown,,0,
fam_er66978,2017,FAM,ER66978,,FAM/Unknown,,0,
fam_er66979,2017,FAM,ER66979,,FAM/Unknown,,0,
fam_er66980,2017,FAM,ER66980,,FAM/Unknown,,0,
fam_er66981,2017,FAM,ER66981,,FAM/Unknown,,0,
fam_er66982,2017,FAM,ER66982,,FAM/Unknown,,0,
fam_er66983,2017,FAM,ER66983,,FAM/Unknown,,0,
fam_er66984,2017,FAM,ER66984,,FAM/Unknown,,0,
fam_er66985,2017,FAM,ER66985,,FAM/Unknown,,0,
fam_er66986,2017,FAM,ER66986,,FAM/Unknown,,0,
fam_er66987,2017,FAM,ER66987,,FAM/Unknown,,0,
fam_er66988,2017,FAM,ER66988,,FAM/Unknown,,0,
fam_er66989,2017,FAM,ER66989,,FAM/Unknown,,0,
fam_er66990,2017,FAM,ER66990,,FAM/Unknown,,0,
fam_er66991,2017,FAM,ER66991,,FAM/Unknown,,0,
fam_er66992,2017,FAM,ER66992,,FAM/Unknown,,0,
fam_er66993,2017,FAM,ER66993,,FAM/Unknown,,0,
fam_er66994,2017,FAM,ER66994,,FAM/Unknown,,0,
fam_er66995,2017,FAM,ER66995,,FAM/Unknown,,0,
fam_er66996,2017,FAM,ER66996,,FAM/Unknown,,0,
fam_er66997,2017,FAM,ER66997,,FAM/Unknown,,0,
fam_er66998,2017,FAM,ER66998,,FAM/Unknown,,0,
fam_er66999,2017,FAM,ER66999,,FAM/Unknown,,0,
fam_er67000,2017,FAM,ER67000,,FAM/Unknown,,0,
fam_er67001,2017,FAM,ER67001,,FAM/Unknown,,0,
fam_er67002,2017,FAM,ER67002,,FAM/Unknown,,0,
fam_er67003,2017,FAM,ER67003,,FAM/Unknown,,0,
fam_er67004,2017,FAM,ER67004,,FAM/Unknown,,0,
fam_er67005,2017,FAM,ER67005,,FAM/Unknown,,0,
fam_er67006,2017,FAM,ER67006,,FAM/Unknown,,0,
fam_er67007,2017,FAM,ER67007,,FAM/Unknown,,0,
fam_er67008,2017,FAM,ER67008,,FAM/Unknown,,0,
fam_er67009,2017,FAM,ER67009,,FAM/Unknown,,0,
fam_er67010,2017,FAM,ER67010,,FAM/Unknown,,0,
fam_er67011,2017,FAM,ER67011,,FAM/Unknown,,0,
fam_er67012,2017,FAM,ER67012,,FAM/Unknown,,0,
fam_er67013,2017,FAM,ER67013,,FAM/Unknown,,0,
fam_er67014,2017,FAM,ER67014,,FAM/Unknown,,0,
fam_er67015,2017,FAM,ER67015,,FAM/Unknown,,0,
fam_er67016,2017,FAM,ER67016,,FAM/Unknown,,0,
fam_er67017,2017,FAM,ER67017,,FAM/Unknown,,0,
fam_er67018,2017,FAM,ER67018,,FAM/Unknown,,0,
fam_er67019,2017,FAM,ER67019,,FAM/Unknown,,0,
fam_er67020,2017,FAM,ER67020,,FAM/Unknown,,0,
fam_er67021,2017,FAM,ER67021,,FAM/Unknown,,0,
fam_er67022,2017,FAM,ER67022,,FAM/Unknown,,0,
fam_er67023,2017,FAM,ER67023,,FAM/Unknown,,0,
fam_er67024,2017,FAM,ER67024,,FAM/Unknown,,0,
fam_er67025,2017,FAM,ER67025,,FAM/Unknown,,0,
fam_er67026,2017,FAM,ER67026,,FAM/Unknown,,0,
fam_er67027,2017,FAM,ER67027,,FAM/Unknown,,0,
fam_er67028,2017,FAM,ER67028,,FAM/Unknown,,0,
fam_er67029,2017,FAM,ER67029,,FAM/Unknown,,0,
fam_er67030,2017,FAM,ER67030,,FAM/Unknown,,0,
fam_er67031,2017,FAM,ER67031,,FAM/Unknown,,0,
fam_er67032,2017,FAM,ER67032,,FAM/Unknown,,0,
fam_er67033,2017,FAM,ER67033,,FAM/Unknown,,0,
fam_er67034,2017,FAM,ER67034,,FAM/Unknown,,0,
fam_er67035,2017,FAM,ER67035,,FAM/Unknown,,0,
fam_er67036,2017,FAM,ER67036,,FAM/Unknown,,0,
fam_er67037,2017,FAM,ER67037,,FAM/Unknown,,0,
fam_er67038,2017,FAM,ER67038,,FAM/Unknown,,0,
fam_er67039,2017,FAM,ER67039,,FAM/Unknown,,0,
fam_er67040,2017,FAM,ER67040,,FAM/Unknown,,0,
fam_er67041,2017,FAM,ER67041,,FAM/Unknown,,0,
fam_er67042,2017,FAM,ER67042,,FAM/Unknown,,0,
fam_er67043,2017,FAM,ER67043,,FAM/Unknown,,0,
fam_er67044,2017,FAM,ER67044,,FAM/Unknown,,0,
fam_er67045,2017,FAM,ER67045,,FAM/Unknown,,0,
fam_er67046,2017,FAM,ER67046,,FAM/Unknown,,0,
fam_er67047,2017,FAM,ER67047,,FAM/Unknown,,0,
fam_er67048,2017,FAM,ER67048,,FAM/Unknown,,0,
fam_er67049,2017,FAM,ER67049,,FAM/Unknown,,0,
fam_er67050,2017,FAM,ER67050,,FAM/Unknown,,0,
fam_er67051,2017,FAM,ER67051,,FAM/Unknown,,0,
fam_er67052,2017,FAM,ER67052,,FAM/Unknown,,0,
